ticker,name,etfs,stock_id,stock_guid,oracle_value,oracle_value_intrinsic,dcf_value,profitability,financial_strength,oracle_moat,valuation,etf_weights
D,DOMINION ENERGY INC,XLU,25387,07e5e0b3-3218-4bd3-b1e6-51366b5394bc,70.37,70.37,56.6,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLU"": 4.177476}"
DAL,DELTA AIR LINES INC,XLI,30185,f5bf5fd9-d525-4e24-9a90-1a71725d240e,56.31,56.31,392.67,HIGH,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLI"": 0.973343}"
DASH,DOORDASH INC   A,XLY,32975,47ddbe09-0b05-4331-a6bb-28d97fbb2971,250.39,250.39,339.01,MEDIUM,HIGH,NARROW,VERY_UNDERVALUED,"{""XLY"": 1.348284}"
DD,DUPONT DE NEMOURS INC,XLB,32433,a0667689-82d4-42a9-93f8-f08bc1846481,33.89,33.89,122.15,LOW,MEDIUM,NARROW,VERY_OVERVALUED,"{""XLB"": 2.347809}"
DDOG,DATADOG INC   CLASS A,XLK,32495,a55b9cb5-a4d1-4d98-9d00-09cc96b1bb2a,239.93,239.93,92.71,LOW,MEDIUM,NARROW,FAIRLY_VALUED,"{""XLK"": 0.497628}"
DE,DEERE + CO,XLI,25433,83e5775e-83c3-44d0-9655-eba80fa70777,410.72,410.72,812.05,HIGH,LOW,WIDE,VERY_OVERVALUED,"{""XLI"": 2.625861}"
DECK,DECKERS OUTDOOR CORP,XLY,25103,79e3539c-58b5-459e-9389-d6b513576391,155.73,155.73,188.91,HIGH,HIGH,NARROW,UNDERVALUED,"{""XLY"": 0.378644}"
DELL,DELL TECHNOLOGIES  C,XLK,32299,2d0f256c-1c34-4df3-8232-1cb61053923d,160.7,160.7,881.73,LOW,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLK"": 0.752844}"
DG,DOLLAR GENERAL CORP,XLP,29168,0220fdb3-54c2-407c-9770-3ad33996708c,131.66,131.66,339.49,LOW,HIGH,NO_MOAT,UNDERVALUED,"{""XLP"": 1.630247}"
DGX,QUEST DIAGNOSTICS INC,XLV,25582,b6c0cc30-fc48-4934-82d5-28a54e9baf23,153.94,153.94,288.24,MEDIUM,HIGH,NO_MOAT,OVERVALUED,"{""XLV"": 0.402728}"
DHI,DR HORTON INC,XLY,25786,5a2861e8-1f0f-4711-bdf8-15b21ab62e41,194.1,194.1,194.1,MEDIUM,HIGH,NO_MOAT,UNDERVALUED,"{""XLY"": 0.970746}"
DHR,DANAHER CORP,XLV,24012,0694a2dc-450a-460a-8260-d31056942653,188.6,188.6,180.11,MEDIUM,MEDIUM,WIDE,FAIRLY_VALUED,"{""XLV"": 2.042937}"
DIS,WALT DISNEY CO/THE,XLC,25718,f6abefea-9c0c-4651-a68b-76e1a9fcc7ad,107,107.0,177.77,MEDIUM,MEDIUM,WIDE,FAIRLY_VALUED,"{""XLC"": 4.623171}"
DLR,DIGITAL REALTY TRUST INC,XLRE,26777,b2a969d1-9c6c-455b-ba7e-d0ba5b58ab2a,156.55,156.55,41.32,MEDIUM,HIGH,NO_MOAT,OVERVALUED,"{""XLRE"": 4.294298}"
DLTR,DOLLAR TREE INC,XLP,24375,71819f1e-572f-4b73-bb21-97919d0690e3,156.02,156.02,280.89,HIGH,MEDIUM,NO_MOAT,VERY_UNDERVALUED,"{""XLP"": 1.376222}"
DOC,HEALTHPEAK PROPERTIES INC,XLRE,30570,ab9797cd-eeb8-425d-8e0e-b6fba37c995b,21.78,21.78,59.7,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 1.474208}"
DOV,DOVER CORP,XLI,25010,c0683c2d-f7d8-4d0e-b66c-33759cfedf72,176.7,176.7,215.29,HIGH,MEDIUM,NARROW,OVERVALUED,"{""XLI"": 0.539749}"
DOW,DOW INC,XLB,32251,2c3654d1-b1c6-438f-a519-51b6ee24b794,40.56,40.56,170.65,LOW,LOW,NO_MOAT,UNDERVALUED,"{""XLB"": 2.955853}"
DPZ,DOMINO S PIZZA INC,XLY,28111,413df729-3824-4d56-9db9-537ca9f5e1db,420.18,420.18,445.47,MEDIUM,MEDIUM,WIDE,UNDERVALUED,"{""XLY"": 0.226393}"
DRI,DARDEN RESTAURANTS INC,XLY,26176,b0b9c580-121a-4a41-b891-fac8fd2800ed,211.66,211.66,380.28,MEDIUM,MEDIUM,NARROW,FAIRLY_VALUED,"{""XLY"": 0.566408}"
DTE,DTE ENERGY COMPANY,XLU,25011,1ec88e2c-11b4-4170-8679-4a708f53949d,134.44,134.44,209.14,LOW,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLU"": 2.22108}"
DUK,DUKE ENERGY CORP,XLU,27336,f3994ec5-9d8f-4492-8692-cbb40edae9d7,122.49,122.49,192.7,MEDIUM,LOW,NARROW,FAIRLY_VALUED,"{""XLU"": 7.084633}"
DVA,DAVITA INC,XLV,26349,b8fc0e98-fab6-4cfe-bb50-8e7aca18371b,151.34,151.34,1748.41,LOW,MEDIUM,NARROW,OVERVALUED,"{""XLV"": 0.12224}"
DVN,DEVON ENERGY CORP,XLE,24335,3446939e-8e81-49f7-8ce7-ad6edeb6528b,60.58,60.58,187.48,MEDIUM,HIGH,NO_MOAT,UNDERVALUED,"{""XLE"": 2.920758}"
DXCM,DEXCOM INC,XLV,26598,bbffac6b-8782-43c7-9bce-abe53995573c,135.38,135.38,216.34,HIGH,HIGH,NARROW,VERY_UNDERVALUED,"{""XLV"": 0.520176}"
EA,ELECTRONIC ARTS INC,XLC,25960,c049c487-53e5-4f7b-8cca-9529d5134539,157.2,157.2,172.86,MEDIUM,HIGH,NARROW,OVERVALUED,"{""XLC"": 4.356116}"
EBAY,EBAY INC,XLY,25606,f44e7394-95d7-4703-bd51-811ea8876b0b,86.82,86.82,112.46,HIGH,HIGH,NARROW,OVERVALUED,"{""XLY"": 1.155896}"
ECL,ECOLAB INC,XLB,25690,23690e53-13dc-4ac2-9897-8a5f14ec3abe,254.3,254.3,307.94,HIGH,MEDIUM,WIDE,FAIRLY_VALUED,"{""XLB"": 4.152024}"
ED,CONSOLIDATED EDISON INC,XLU,23957,824f8670-b37b-49a3-9f60-e0dfbc82f3e1,104.03,104.03,153.71,LOW,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLU"": 2.828831}"
EFX,EQUIFAX INC,XLI,24102,8aee671c-2923-43e4-842a-9ff195a634fe,283.36,283.36,424.77,LOW,MEDIUM,WIDE,VERY_UNDERVALUED,"{""XLI"": 0.352351}"
EG,EVEREST GROUP LTD,XLF,24579,1dbde19e-ad2f-484b-9deb-21174b5c4075,455.55,455.55,2922.32,HIGH,HIGH,NO_MOAT,UNDERVALUED,"{""XLF"": 0.181533}"
EIX,EDISON INTERNATIONAL,XLU,25703,7ced22e1-4319-40e5-98f5-aaf7715ce989,76.79,76.79,189.74,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLU"": 2.041918}"
EL,ESTEE LAUDER COMPANIES CL A,XLP,25761,33c54618-44d0-46f1-8a38-e636969f8462,100.15,100.15,512.87,MEDIUM,MEDIUM,NARROW,UNDERVALUED,"{""XLP"": 1.409492}"
ELV,ELEVANCE HEALTH INC,XLV,28808,ae9cbfc9-5c6a-41ff-bc40-10dc059e7e0f,459.58,459.58,637.37,HIGH,HIGH,NARROW,FAIRLY_VALUED,"{""XLV"": 1.582399}"
EME,EMCOR GROUP INC,XLI,25274,1f5a6bcd-9308-485d-8809-fc8443981489,578.35,578.35,1775.18,HIGH,HIGH,NO_MOAT,VERY_OVERVALUED,"{""XLI"": 0.665298}"
EMR,EMERSON ELECTRIC CO,XLI,25745,bdf59b52-523b-4d43-bb73-72416344a4cd,125.89,125.89,143.82,HIGH,MEDIUM,NARROW,OVERVALUED,"{""XLI"": 1.463382}"
EOG,EOG RESOURCES INC,XLE,26225,f79ee58e-45b2-4e51-b8e7-0835aac11875,141.85,141.85,556.99,MEDIUM,MEDIUM,NO_MOAT,FAIRLY_VALUED,"{""XLE"": 4.21284}"
EQIX,EQUINIX INC,XLRE,23959,92a39f37-cc19-4a3a-b09a-1e526bdb1cd9,880.55,880.55,935.15,MEDIUM,LOW,WIDE,OVERVALUED,"{""XLRE"": 6.911611}"
EQR,EQUITY RESIDENTIAL,XLRE,25416,5bb1b9f2-9e45-4a99-b5ed-cb1b5d84f889,68.41,68.41,8.17,MEDIUM,HIGH,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 2.372365}"
EQT,EQT CORP,XLE,25270,25e7f81f-64b2-4330-889c-d63c0b437267,62.39,62.39,441.86,HIGH,MEDIUM,NO_MOAT,UNDERVALUED,"{""XLE"": 1.817076}"
ERIE,ERIE INDEMNITY COMPANY CL A,XLF,24938,a10f6993-a1e3-48f2-aeaf-8e3d0e868c96,371.92,371.92,542.75,HIGH,HIGH,NARROW,VERY_UNDERVALUED,"{""XLF"": 0.076526}"
ES,EVERSOURCE ENERGY,XLU,24569,0ee14135-8831-4892-b19c-bd44a919c8ab,81.81,81.81,123.19,MEDIUM,LOW,NO_MOAT,UNDERVALUED,"{""XLU"": 1.883362}"
ESS,ESSEX PROPERTY TRUST INC,XLRE,25148,89c59e21-2c60-4c18-b544-c6a43b8b9b98,309.01,309.01,32.81,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 1.870871}"
ETN,EATON CORP PLC,XLI,24769,e1255b72-fcf4-46d4-ad39-75983c3b155b,306.54,306.54,306.56,HIGH,MEDIUM,WIDE,VERY_OVERVALUED,"{""XLI"": 2.800632}"
ETR,ENTERGY CORP,XLU,24556,371698ad-e6a4-414f-94f9-7586f4ded5ae,65.72,65.72,295.28,MEDIUM,LOW,NO_MOAT,VERY_OVERVALUED,"{""XLU"": 3.646374}"
EVRG,EVERGY INC,XLU,24343,f0d5e126-e40b-4497-9e08-e3713ce607e6,65.77,65.77,133.29,LOW,LOW,NO_MOAT,OVERVALUED,"{""XLU"": 1.398497}"
EW,EDWARDS LIFESCIENCES CORP,XLV,24250,b48a5c10-1453-4b76-bfe3-9ac9d42c5fd4,88.76,88.76,79.38,MEDIUM,HIGH,WIDE,FAIRLY_VALUED,"{""XLV"": 0.893862}"
EXC,EXELON CORP,XLU,26356,819bafda-eb8f-47f3-8dd2-33e00fcc8c4a,47.96,47.96,80.96,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLU"": 3.41489}"
EXE,EXPAND ENERGY CORP,XLE,48326,91013023-899f-4dbe-80cb-952251ce40d7,131.49,131.49,724.64,HIGH,MEDIUM,NO_MOAT,VERY_UNDERVALUED,"{""XLE"": 1.179436}"
EXPD,EXPEDITORS INTL WASH INC,XLI,24717,3448d39a-9187-4c24-b2a4-aed9cc874060,155.5,155.5,151.72,MEDIUM,MEDIUM,NARROW,FAIRLY_VALUED,"{""XLI"": 0.409065}"
EXPE,EXPEDIA GROUP INC,XLY,31335,8f21291d-4eaa-4a9f-b8cd-49d0f2f4bc66,212.72,212.72,1295.06,HIGH,MEDIUM,NARROW,FAIRLY_VALUED,"{""XLY"": 0.613328}"
EXR,EXTRA SPACE STORAGE INC,XLRE,29457,5b035024-4d32-483e-a74d-41720040ce20,155.47,155.47,67.2,HIGH,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 3.301758}"
F,FORD MOTOR CO,XLY,25965,85418d9d-bd8b-4999-9fe2-61fdeadadee3,11,11.0,71.75,LOW,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLY"": 1.344844}"
FANG,DIAMONDBACK ENERGY INC,XLE,31389,946c9e6f-ea30-4945-9542-a00d895772b7,188.93,188.93,543.99,MEDIUM,MEDIUM,NO_MOAT,FAIRLY_VALUED,"{""XLE"": 2.114803}"
FAST,FASTENAL CO,XLI,23954,5362a817-fe79-4792-ab26-896e29e73ded,31.76,31.76,32.11,MEDIUM,HIGH,NARROW,VERY_OVERVALUED,"{""XLI"": 0.975335}"
FCX,FREEPORT MCMORAN INC,XLB,24026,58599cb1-4c9f-444e-8320-ed9cc5e21781,50.34,50.34,201.51,MEDIUM,HIGH,NO_MOAT,OVERVALUED,"{""XLB"": 5.803776}"
FDS,FACTSET RESEARCH SYSTEMS INC,XLF,26079,57c15e11-adbd-43e0-b416-072ed74d3edb,337.91,337.91,417.45,LOW,HIGH,NARROW,UNDERVALUED,"{""XLF"": 0.117057}"
FDX,FEDEX CORP,XLI,24563,4d8fed25-606c-4310-a3af-4bf828cfe52f,298.63,298.63,893.1,MEDIUM,HIGH,NARROW,OVERVALUED,"{""XLI"": 1.339873}"
FDXF,FEDEX FREIGHT HOLDING CO,XLI,81008,48afca7e-788c-4c1e-88c8-6541e9014767,,,,LOW,LOW,NARROW,NOT_AVAILABLE,"{""XLI"": 0.356771}"
FE,FIRSTENERGY CORP,XLU,26004,f14a10f2-0bbb-4cfd-a40e-2a4f378640a3,48.8,48.8,71.63,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLU"": 1.779915}"
FFIV,F5 INC,XLK,25875,713e221e-7f2d-487c-b72c-8d141e8e8305,277.18,277.18,389.05,HIGH,HIGH,NARROW,VERY_OVERVALUED,"{""XLK"": 0.144062}"
FICO,FAIR ISAAC CORP,XLK,24783,0d835e60-fe70-4477-81b7-77b682f44b24,1735.91,1735.91,2127.6,MEDIUM,MEDIUM,WIDE,VERY_UNDERVALUED,"{""XLK"": 0.181972}"
FIS,FIDELITY NATIONAL INFO SERV,XLF,29337,30eb3b59-eb30-43d1-98f7-8c877f2ef759,83.02,83.02,95.72,MEDIUM,LOW,NARROW,VERY_UNDERVALUED,"{""XLF"": 0.264828}"
FISV,FISERV INC,XLF,24416,fa22fdef-4adc-4448-9074-a9ca2f3174f3,160.9,160.9,243.35,MEDIUM,MEDIUM,NARROW,VERY_UNDERVALUED,"{""XLF"": 0.380562}"
FITB,FIFTH THIRD BANCORP,XLF,24284,83992397-a966-4091-af83-1308c4628def,51.11,51.11,79.98,HIGH,HIGH,NO_MOAT,FAIRLY_VALUED,"{""XLF"": 0.641165}"
FIX,COMFORT SYSTEMS USA INC,XLI,24745,f21a3fd8-b870-46b5-a41f-08393b28827e,683.13,683.13,4764.44,HIGH,HIGH,NO_MOAT,VERY_OVERVALUED,"{""XLI"": 1.189216}"
FOX,FOX CORP   CLASS B,XLC,45745,e097382d-2177-48d3-ae66-93f8a2f3a931,52.68,52.68,96.17,MEDIUM,HIGH,NO_MOAT,OVERVALUED,"{""XLC"": 1.937802}"
FOXA,FOX CORP   CLASS A,XLC,32350,d592ed7b-23fe-456d-8226-b14ef3db5c93,58.82,58.82,96.17,MEDIUM,HIGH,NO_MOAT,OVERVALUED,"{""XLC"": 3.057953}"
FRT,FEDERAL REALTY INVS TRUST,XLRE,24846,50d5bd25-bf64-48c3-be38-165ed74ccf36,115.95,115.95,24.15,HIGH,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 1.01311}"
FSLR,FIRST SOLAR INC,XLK,30021,b66dbe2a-f1ee-4b0e-bbed-943039e08ff0,278.42,278.42,623.37,HIGH,HIGH,NO_MOAT,FAIRLY_VALUED,"{""XLK"": 0.188326}"
FTNT,FORTINET INC,XLK,29380,363c9b9c-c741-4ce3-8004-f76af9defbf8,106.62,106.62,82.43,HIGH,HIGH,WIDE,VERY_OVERVALUED,"{""XLK"": 0.593391}"
FTV,FORTIVE CORP,XLI,31772,c95552df-3430-469e-bf1d-df564422849f,49.86,49.86,56.43,LOW,MEDIUM,NARROW,OVERVALUED,"{""XLI"": 0.343964}"
GD,GENERAL DYNAMICS CORP,XLI,24540,d5301056-5f4c-407b-af95-6e47a23c60bf,438.87,438.87,528.49,MEDIUM,HIGH,WIDE,UNDERVALUED,"{""XLI"": 1.668926}"
GDDY,GODADDY INC   CLASS A,XLK,28661,3b76c97e-7d27-4339-b6bd-2632ad6b235d,189.52,189.52,380.07,HIGH,MEDIUM,NARROW,VERY_UNDERVALUED,"{""XLK"": 0.065739}"
GE,GENERAL ELECTRIC,XLI,25033,b7f5f052-8ffc-4d4b-92b1-a61fbd9798a5,224.15,224.15,229.89,HIGH,MEDIUM,WIDE,VERY_OVERVALUED,"{""XLI"": 6.393961}"
GEHC,GE HEALTHCARE TECHNOLOGY,XLV,33511,5b542305-fc4e-4230-b043-6c454a0a46a8,89.09,89.09,88.27,LOW,HIGH,NARROW,UNDERVALUED,"{""XLV"": 0.528056}"
GEN,GEN DIGITAL INC,XLK,24028,72815068-08ce-4e42-8211-ec52e5b8dd3d,33.58,33.58,58.95,HIGH,LOW,NARROW,UNDERVALUED,"{""XLK"": 0.08539}"
GEV,GE VERNOVA INC,XLI,52344,4fa8f18d-3165-463d-8469-e0bf7dd7abed,699.16,699.16,1814.82,MEDIUM,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLI"": 4.477618}"
GILD,GILEAD SCIENCES INC,XLV,24890,820470b1-3f31-4af7-84a8-06c4ffd65a69,99.65,99.65,172.54,HIGH,HIGH,WIDE,OVERVALUED,"{""XLV"": 2.804878}"
GIS,GENERAL MILLS INC,XLP,25353,212b2765-3859-44a9-a64f-00ff3128b95c,61.57,61.57,22.68,MEDIUM,LOW,NO_MOAT,VERY_UNDERVALUED,"{""XLP"": 1.168895}"
GL,GLOBE LIFE INC,XLF,25597,7a25badc-001a-414e-9ee2-fbbb90a21f01,154.72,154.72,373.68,HIGH,HIGH,NO_MOAT,FAIRLY_VALUED,"{""XLF"": 0.175259}"
GLW,CORNING INC,XLK,24259,f2f64ca9-80da-4611-8689-417413c37b0c,62.24,62.24,188.82,HIGH,HIGH,NARROW,VERY_OVERVALUED,"{""XLK"": 0.892022}"
GM,GENERAL MOTORS CO,XLY,26955,1a5912e1-7b09-4869-acf1-562cc9141b94,64.7,64.7,411.55,MEDIUM,MEDIUM,NO_MOAT,OVERVALUED,"{""XLY"": 1.705128}"
GNRC,GENERAC HOLDINGS INC,XLI,26772,f3c88510-281f-4336-a7aa-9916c089c951,190.79,190.79,296.19,MEDIUM,HIGH,NARROW,VERY_OVERVALUED,"{""XLI"": 0.276107}"
GOOG,ALPHABET INC CL C,XLC,37019,0ba7f2c2-1039-4110-ac08-0b43bdf9f1bf,303.07,303.07,442.11,HIGH,HIGH,WIDE,OVERVALUED,"{""XLC"": 7.73322}"
GOOGL,ALPHABET INC CL A,XLC,26652,e754b9f6-1328-4d45-9606-0f5d3dcd9667,298.27,298.27,442.11,HIGH,HIGH,WIDE,OVERVALUED,"{""XLC"": 9.626559}"
GPC,GENUINE PARTS CO,XLY,25089,e22e72a8-9668-452d-a306-6d20058119f3,157.85,157.85,160.02,MEDIUM,HIGH,NARROW,VERY_UNDERVALUED,"{""XLY"": 0.331781}"
GPN,GLOBAL PAYMENTS INC,XLF,25698,1ce820dd-cf0e-4466-a7e3-983eb19f5b8f,117.94,117.94,184.58,LOW,LOW,NARROW,VERY_UNDERVALUED,"{""XLF"": 0.206838}"
GRMN,GARMIN LTD,XLY,24185,f64dfb84-6ae7-4f78-8159-098a3f2e5022,244.93,244.93,231.59,HIGH,HIGH,NARROW,FAIRLY_VALUED,"{""XLY"": 0.91002}"
GS,GOLDMAN SACHS GROUP INC,XLF,25111,8de278c2-876b-4d5a-85e4-3c41192b2021,539.22,539.22,5997.38,HIGH,HIGH,NARROW,VERY_OVERVALUED,"{""XLF"": 4.142243}"
GWW,WW GRAINGER INC,XLI,25161,5b448318-a536-449c-b9a9-6569533d0317,1042.2,1042.2,1042.13,HIGH,HIGH,WIDE,OVERVALUED,"{""XLI"": 1.053288}"
HAL,HALLIBURTON CO,XLE,24268,abc54563-273d-49fc-b73f-17d68bcf4a37,40.32,40.32,72.01,MEDIUM,HIGH,NO_MOAT,FAIRLY_VALUED,"{""XLE"": 1.893761}"
HAS,HASBRO INC,XLY,25040,25855ae9-8381-4f9d-84b0-ccb27c10388b,65.95,65.95,171.93,LOW,MEDIUM,NO_MOAT,OVERVALUED,"{""XLY"": 0.26048}"
HBAN,HUNTINGTON BANCSHARES INC,XLF,25246,740aa5f2-b79a-4a6b-a643-0d2ac8e0509d,17.66,17.66,28.4,MEDIUM,HIGH,NO_MOAT,FAIRLY_VALUED,"{""XLF"": 0.465827}"
HCA,HCA HEALTHCARE INC,XLV,28571,391aedef-db09-4236-a129-b04ae561bb60,442.19,442.19,1275.23,MEDIUM,LOW,NARROW,UNDERVALUED,"{""XLV"": 1.064196}"
HD,HOME DEPOT INC,XLY,26043,c9e2a50c-5a19-4042-a256-fcf1b9683036,364.83,364.83,316.83,MEDIUM,HIGH,WIDE,UNDERVALUED,"{""XLY"": 5.519676}"
HIG,HARTFORD INSURANCE GROUP INC,XLF,25101,0815a890-f8e1-4420-82a4-a554928b6d9c,119.87,119.87,359.46,HIGH,HIGH,NARROW,FAIRLY_VALUED,"{""XLF"": 0.477529}"
HII,HUNTINGTON INGALLS INDUSTRIE,XLI,31160,bf2f6ea2-ff8c-4593-a829-6e3d79d4151b,248.51,248.51,798.33,LOW,HIGH,WIDE,OVERVALUED,"{""XLI"": 0.215932}"
HLT,HILTON WORLDWIDE HOLDINGS IN,XLY,29178,de601d3a-6259-41f6-9e54-37cbfd24dfb4,277.04,277.04,221.78,MEDIUM,HIGH,WIDE,OVERVALUED,"{""XLY"": 1.828761}"
HON,HONEYWELL INTERNATIONAL INC,XLI,24234,ec173aba-3432-45f9-971b-d7124db36ae3,172.5,172.5,155.21,MEDIUM,MEDIUM,WIDE,OVERVALUED,"{""XLI"": 2.548328}"
HOOD,ROBINHOOD MARKETS INC   A,XLF,33439,2e0e0d6f-86a1-4267-9ae4-0745519acd3f,59.95,59.95,,HIGH,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLF"": 0.971976}"
HPE,HEWLETT PACKARD ENTERPRISE,XLK,29795,28f6372a-ec11-4776-99f7-57232803c1e3,20.06,20.06,370.64,LOW,MEDIUM,NARROW,VERY_OVERVALUED,"{""XLK"": 0.402454}"
HPQ,HP INC,XLK,30518,319bdf11-370d-4a0d-9bc6-33d3df843cf3,25.68,25.68,71.17,LOW,MEDIUM,NO_MOAT,FAIRLY_VALUED,"{""XLK"": 0.146619}"
HRL,HORMEL FOODS CORP,XLP,25946,c5787f67-39cc-472d-a148-ffdcedbed16f,30.08,30.08,33.32,MEDIUM,HIGH,NO_MOAT,UNDERVALUED,"{""XLP"": 0.461564}"
HSIC,HENRY SCHEIN INC,XLV,24025,7cf8c66b-313b-4bec-b0fd-d18c11390876,79.79,79.79,79.91,MEDIUM,MEDIUM,NO_MOAT,FAIRLY_VALUED,"{""XLV"": 0.144181}"
HST,HOST HOTELS + RESORTS INC,XLRE,25237,354e3217-bc3c-4d18-a21e-edbc454d1ebe,18.54,18.54,19.22,HIGH,HIGH,NO_MOAT,VERY_OVERVALUED,"{""XLRE"": 1.610603}"
HSY,HERSHEY CO/THE,XLP,24466,48002be5-642b-46e2-9e86-be9725660f4f,208.94,208.94,379.26,MEDIUM,HIGH,WIDE,UNDERVALUED,"{""XLP"": 1.73563}"
HUBB,HUBBELL INC,XLI,26131,51be2ff0-c771-47ba-8023-61c1c11ccc9c,374.91,374.91,452.08,HIGH,HIGH,NARROW,OVERVALUED,"{""XLI"": 0.45686}"
HUM,HUMANA INC,XLV,26248,9eeda480-26bf-4327-bfee-141e2c34ba68,342.57,342.57,520.29,MEDIUM,HIGH,NARROW,FAIRLY_VALUED,"{""XLV"": 0.798583}"
HWM,HOWMET AEROSPACE INC,XLI,31841,621eeada-16b5-46a6-af23-64722a17e7c2,143.2,143.2,233.63,HIGH,HIGH,NARROW,VERY_OVERVALUED,"{""XLI"": 1.943912}"
IBKR,INTERACTIVE BROKERS GRO CL A,XLF,30188,eb3b7a8a-ffea-4a86-9ff1-56dc727b5a41,54.36,54.36,2527.04,HIGH,MEDIUM,NARROW,VERY_OVERVALUED,"{""XLF"": 0.527565}"
IBM,INTL BUSINESS MACHINES CORP,XLK,24999,56925375-96cf-446c-8bfe-d2d337d3a15f,228.39,228.39,178.57,HIGH,LOW,NARROW,OVERVALUED,"{""XLK"": 1.662623}"
ICE,INTERCONTINENTAL EXCHANGE IN,XLF,30426,34949540-342f-4387-8f5f-c7e03510f107,165.02,165.02,211.96,HIGH,HIGH,WIDE,UNDERVALUED,"{""XLF"": 1.052404}"
IDXX,IDEXX LABORATORIES INC,XLV,25894,c846deb5-1835-48e6-8eb9-11c253478de6,428.84,428.84,410.93,HIGH,HIGH,NARROW,VERY_OVERVALUED,"{""XLV"": 0.800213}"
IEX,IDEX CORP,XLI,24721,8b70d6bf-e313-49b7-a91f-c19e8560032c,163.39,163.39,183.18,MEDIUM,HIGH,NARROW,VERY_OVERVALUED,"{""XLI"": 0.296814}"
IFF,INTL FLAVORS + FRAGRANCES,XLB,26346,83171373-3705-40dd-973a-ce8c30c3f876,75.75,75.75,58.86,LOW,MEDIUM,NARROW,FAIRLY_VALUED,"{""XLB"": 2.431508}"
INCY,INCYTE CORP,XLV,25665,4e41892f-2165-4ef9-af2f-a69afea39cfd,103.19,103.19,83.77,HIGH,HIGH,NARROW,FAIRLY_VALUED,"{""XLV"": 0.323777}"
INTC,INTEL CORP,XLK,25907,5faf7691-10e4-474f-891c-39e03cccfdfe,27.05,27.05,49267.6,LOW,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLK"": 3.55393}"
INTU,INTUIT INC,XLK,26089,efd75cad-6451-45d5-b772-c76d353e09af,583.78,583.78,872.75,HIGH,HIGH,WIDE,VERY_UNDERVALUED,"{""XLK"": 0.498679}"
INVH,INVITATION HOMES INC,XLRE,31862,0076237a-338d-4fac-9fd3-e8410359e795,32.13,32.13,7.42,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 1.718456}"
IP,INTERNATIONAL PAPER CO,XLB,24137,33787e5c-f50b-4052-baf9-421317901ca6,47.66,47.66,150.67,LOW,MEDIUM,NO_MOAT,VERY_UNDERVALUED,"{""XLB"": 2.260595}"
IQV,IQVIA HOLDINGS INC,XLV,27555,ee841ee9-90d3-4cb5-8635-030c003f66d5,192.62,192.62,268.65,LOW,LOW,WIDE,FAIRLY_VALUED,"{""XLV"": 0.551523}"
IR,INGERSOLL RAND INC,XLI,28704,44986baa-2907-48ed-a36f-83f6896bd617,87.31,87.31,59.2,LOW,HIGH,NARROW,UNDERVALUED,"{""XLI"": 0.477112}"
IRM,IRON MOUNTAIN INC,XLRE,26154,06215854-c8ac-46f4-891b-51cd6f6dd07f,119.28,119.28,75.46,MEDIUM,LOW,NO_MOAT,FAIRLY_VALUED,"{""XLRE"": 3.833418}"
ISRG,INTUITIVE SURGICAL INC,XLV,26002,6802a30c-89bb-431b-beea-8f2bd4a7bdd7,242.06,242.06,253.55,HIGH,HIGH,WIDE,VERY_OVERVALUED,"{""XLV"": 2.633639}"
IT,GARTNER INC,XLK,27369,4f7f132d-96a6-4109-9acb-8aef39f8d074,405.99,405.99,765.77,MEDIUM,MEDIUM,NARROW,VERY_UNDERVALUED,"{""XLK"": 0.067849}"
ITW,ILLINOIS TOOL WORKS,XLI,24192,c906f038-ed3a-46a9-8805-26e707cbcd91,200.11,200.11,200.13,HIGH,HIGH,WIDE,OVERVALUED,"{""XLI"": 1.221957}"
IVZ,INVESCO LTD,XLF,29439,05e88230-4a74-4edd-9117-32f75ec9b8f4,17.67,17.67,128.71,MEDIUM,MEDIUM,NO_MOAT,VERY_OVERVALUED,"{""XLF"": 0.167499}"
J,JACOBS SOLUTIONS INC,XLI,26277,0e061b91-91b9-4f38-95a0-1e44ef74766c,142.21,142.21,172.15,LOW,MEDIUM,NARROW,UNDERVALUED,"{""XLI"": 0.271234}"
